,Datetime,Text,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
0,2020-05-08 08:02:08+00:00,"['castor', 'oil', 'usda', 'organic', 'coldpressed', 'pure', 'hexanefree', 'castor', 'oil', 'moisturizing', 'amp', 'healing', 'for', 'dry', 'skin', 'hair', 'growth', 'for', 'skin', 'hair', 'care', 'eyelashes', 'caster', 'oil', 'by', 'sky', 'organics', 'oz', 'pack']",0.07380952380952381,0.55,0.9569071151661582,0.04309288483383995,0.9138142303323182
1,2020-05-08 08:01:50+00:00,"['it', 'will', 'be', 'interesting', 'to', 'watch', 'whether', 'or', 'to', 'which', 'extent', 'the', 'coronavirus', 'can', 'solve', 'the', 'peak', 'oil', 'problem', 'in', 'china', 'their', 'impos', 'can', 'come', 'from', 'demand', 'destruction', 'in', 'western', 'countries', 'caused', 'by', 'lack', 'of', 'timely', 'virus', 'knowledge', 'and', 'inability', 'to', 'restrict', 'movements', 'quickly']",0.27777777777777773,0.3333333333333333,0.4049167870031026,0.5950832129968959,-0.19016642599379335
2,2020-05-08 07:54:05+00:00,"['on', 'koinpro', 'you', 'can', 'trade', 'btc', 'in', 'pairs', 'with', 'top', 'exchange', 'indexes', 'from', 'all', 'over', 'the', 'world', 'such', 'as', 'dj', 'ger', 'sp', 'eustx', 'tech', 'uk', 'jpn', 'it', 'is', 'also', 'possible', 'to', 'trade', 'in', 'pairs', 'with', 'gold', 'oil', 'amp', 'the', 'us', 'dollar', 'in', 'two', 'variations', 'of', 'the', 'contract']",0.16666666666666666,0.6666666666666666,0.8297137335633058,0.17028626643669198,0.6594274671266138
3,2020-05-08 07:51:15+00:00,"['the', 'malaysian', 'ringgit', 'is', 'to', 'one', 'us', 'dollar', 'palmoil', 'get', 'a', 'free', 'trial', 'of', 'palm', 'oil', 'analytics', 'newsletter', 'infocom', 'visit', 'for', 'more', 'prices']",0.45,0.65,0.38454274550936873,0.6154572544906307,-0.23091450898126198
4,2020-05-08 07:50:23+00:00,"['bmd', 'is', 'higher', 'may', 'lots', 'jun', 'lots', 'jul', 'lots', 'aug', 'lots', 'sep', 'lots', 'vol', 'lots', 'palmoil', 'get', 'a', 'free', 'trial', 'of', 'palm', 'oil', 'analytics', 'newsletter', 'infocom', 'visit', 'for', 'more', 'prices']",0.3833333333333333,0.6,0.04163601664819476,0.9583639833518014,-0.9167279667036067
5,2020-05-08 07:41:30+00:00,"['thermopro', 'tp', 'digital', 'instant', 'read', 'meat', 'thermometer', 'kitchen', 'cooking', 'food', 'candy', 'thermometer', 'with', 'backlight', 'and', 'magnet', 'for', 'oil', 'deep', 'fry', 'bbq', 'grill', 'smoker', 'thermometer']",0.0,0.35555555555555557,0.9859552133222564,0.014044786677743643,0.9719104266445128
6,2020-05-08 07:28:37+00:00,"['hey', 'it', 's', 'friday', 'what', 'have', 'you', 'achieved', 'this', 'week', 'can', 'you', 'sta', 'writing', 'havedone', 'lists', 'to', 'celebrate', 'your', 'achievements', 'rather', 'that', 'constant', 'todo', 'lists', 'about', 'what', 'you', 'haven', 't', 'done', 'famfainspires', 'weeklychallenge']",0.0,0.3333333333333333,0.004949411573446366,0.9950505884265525,-0.9901011768531061
7,2020-05-08 07:04:28+00:00,"['thanjai', 'natural', 'litres', 'gingelly', 'oilnatural', 'sesame', 'oil', 'organic', 'unrefined', 'wooden', 'cold', 'pressed', 'gingelly', 'oilnatural', 'sesame', 'oil', 'for', 'cooking', 'hea', 'health', 'cholesterol', 'free', 'no', 'preservatives']",-0.024999999999999994,0.55,0.10560126377632521,0.8943987362236774,-0.7887974724473522
8,2020-05-08 06:41:06+00:00,"['africa', 'ethiopian', 'women', 'deployed', 'in', 'the', 'fight', 'against', 'italian', 'invasion']",0.0,0.0,0.941837825289635,0.058162174710363924,0.8836756505792711
9,2020-05-08 05:50:02+00:00,"['hes', 'earnings', 'intelligence', 'analysis', 'of', 'recent', 'earnings', 'identified', 'hess', 'corp', 'nyse', 'hes', 'business', 'focus', 'on', 'longtermoilwti', 'cashlowpriceoil', 'neartermoil', 'oilrig', 'oilrigwti']",0.0,0.25,0.9047946090812723,0.09520539091872707,0.8095892181625453
10,2020-05-08 05:28:07+00:00,"['today', 'we', 'had', 'the', 'pleasure', 'of', 'servicing', 'mercedes', 'ml', 'matic', 'while', 'they', 'were', 'busy', 'at', 'work', 'with', 'one', 'of', 'their', 'clients', 'oil', 'resq', 'can', 'take', 'care', 'of', 'your', 'vehicle', 'while', 'you', 'are', 'taking', 'care', 'of', 'other']",-0.012499999999999997,0.3375,0.6544505263804152,0.34554947361958344,0.3089010527608318
11,2020-05-08 04:28:10+00:00,"['once', 'oil', 'demand', 'returns', 'after', 'covid', 'it', 'will', 'be', 'a', 'huge', 'bull', 'market', 'for', 'oil', 'price', 'will', 'go', 'to', 'over', 'again', 'not', 'this', 'or', 'next', 'year', 'but', 'maybe', 'oott']",0.20000000000000004,0.45,0.7020046631521465,0.29799533684785323,0.40400932630429326
12,2020-05-08 04:10:26+00:00,"['i', 'am', 'a', 'pessimist', 'if', 'i', 'm', 'not', 'careful', 'a', 'feminist', 'a', 'black', 'a', 'former', 'baptist', 'an', 'oilandwater', 'combination', 'of', 'ambition', 'laziness', 'insecurity', 'ceainty', 'and', 'drive']",-0.03888888888888888,0.4777777777777778,0.7640277702883594,0.23597222971163842,0.528055540576721
13,2020-05-08 02:57:40+00:00,"['kodaikanal', 'is', 'the', 'refugee', 'princess', 'of', 'the', 'hills', 'her', 'garbs', 'are', 'lushgreen', 'amp', 'rich', 'is', 'her', 'soil', 'but', 'she', 's', 'on', 'sale', 'from', 'head', 'to', 'toe', 'even', 'her', 'oldaged', 'squirrel', 'homes', 'are', 'sold', 'for', 'eucalyptus', 'oil', 'still', 'she', 'stands', 'tall', 'chuckling', 'in', 'electric', 'fungi', 'amp', 'kurinji', 'flowers', 'through', 'it', 'all']",0.375,0.75,0.15058350151682903,0.8494164984831636,-0.6988329969663345
14,2020-05-08 02:15:50+00:00,"['africameet', 'omowunmi', 'wunmi', 'sadik', 'a', 'nigerian', 'professor', 'chemist', 'and', 'inventor', 'working', 'at', 'binghamton', 'university', 'she', 'has', 'developed', 'microelectrode', 'biosensors', 'for', 'detection', 'of', 'drugs', 'and', 'explosives', 'and', 'working', 'on', 'the', 'development', 'of', 'technologies', 'for', 'recycling', 'metal', 'ions', 'from', 'waste']",-0.05,0.15,0.014372740945309435,0.9856272590546894,-0.97125451810938
15,2020-05-08 00:29:03+00:00,"['convinced', 'lucia', 'not', 'a', 'regular', 'place', 'hand', 'sanitizer', 'them', 'men', 'going', 'to', 'make']",0.0,0.07692307692307693,0.73728128215999,0.262718717840011,0.474562564319979
16,2020-05-08 00:08:22+00:00,"['buon', 's', 'gotham', 'was', 'literally', 'a', 'gothic', 'oil', 'painting', 'brought', 'to', 'life']",0.0,0.0,0.7346876669032119,0.2653123330967879,0.46937533380642393
